number_of_reviews,price_range,ratingValue,name,address
595,$11-30,4.0,Bill’s Cafe,5631 Cottle Rd San Jose CA 95123
12,$11-30,4.0,Farmers Union,35 N San Pedro St San Jose CA 95110
878,Under $10,4.0,Tofoo Com Chay,388 E Santa Clara St San Jose CA 95113
178,Under $10,4.5,Tiko Riko,10410 Greenwood Ave N Seattle WA 98133
667,Under $10,3.0,Pho 90 Degree,999 Story Rd San Jose CA 95122
301,$11-30,4.5,Kabul Afghan Cuisine,2301 N 45th St Seattle WA 98103
1507,$31-60,3.0,The Crab Pot,1301 Alaskan Way Seattle WA 98101
1255,Above $61,4.0,Metropolitan Grill,820 2nd Ave Seattle WA 98104
88,$11-30,4.0,Queen Margherita Pizza,3111 W McGraw St Seattle WA 98199
67,$11-30,4.0,Urban Sushi Kitchen,600 Stewart St Seattle WA 98101
1328,$31-60,3.5,SkyCity at the Needle,400 Broad St Seattle WA 98109
552,$31-60,4.5,Nishino,3130 E Madison St Seattle WA 98112
23,$31-60,4.5,Marée Bistro and Bar,2820 Alki Ave SW Seattle WA 98116
1105,$11-30,3.5,Jade Garden,424 7th Ave S Seattle WA 98104
34,Under $10,4.5,Taqueria Morelos,3100 Us Hwy 183 S Austin TX 78744
1013,Under $10,4.0,Pho Y #1,1660 E Capitol Expy San Jose CA 95121
804,$11-30,4.0,Chuko,565 Vanderbilt Ave Brooklyn NY 11238
45,Under $10,4.0,Lee’s Meat Market,1601 W 38th St Austin TX 78798
218,Under $10,4.0,Canton Wonton House,608 S Weller St Seattle WA 98104
39,Under $10,4.5,Drae’s Lake Route,9261 57th Ave S Seattle WA 98118
208,$11-30,4.0,District Saigon,37-15 Broadway Astoria NY 11103
100,$11-30,3.5,Hankow Cuisine,1071 S De Anza Blvd San Jose CA 95129
31,Under $10,4.0,Pho To Thi #1,5499 Snell Ave San Jose CA 95123
499,$11-30,4.0,Ho Ho Chinese BBQ,13000 N Ih-35 Austin TX 78753
85,Under $10,4.0,Taqueria La Mordida,1190 Hillsdale Ave San Jose CA 95118
11,Under $10,4.5,Sexy Alley Puffy Tacos,2317 NW Market St Seattle WA 98107
18,$11-30,5.0,The Company Store,9608 16th Ave SW Seattle WA 98106
289,$11-30,4.0,Oliver’s Twist,6822 Greenwood Ave N Seattle WA 98103
236,$11-30,4.0,Cafe Tibet,1510 Cortelyou Rd Brooklyn NY 11226
128,$11-30,4.0,Reserve a Table,163 Hope St Brooklyn NY 11211
386,$11-30,4.0,Benito One,174 Mulberry St New York NY 10013
522,$31-60,4.0,Upland,345 Park Ave S New York NY 10010
6,$11-30,4.0,Sticky’s Finger Joint,21 Maiden Ln New York NY 10038
369,$11-30,4.0,The Grey Dog,244 Mulberry St New York NY 10012
416,$11-30,4.0,Reserve a Table,70 Grand St Brooklyn NY 11249
29,Under $10,4.5,White Maize,277 Smith St Brooklyn NY 11231
15,$11-30,4.5,Ginger Root Vegan,1164 1st Ave New York NY 10065
3,$11-30,5.0,Clem’s Public House,61-16 Laurel Hill Blvd Woodside NY 11377
459,Under $10,4.5,Nish Nush,88 Reade St New York NY 10013
80,$11-30,4.0,Chumley’s,86 Bedford St New York NY 10014
714,$11-30,4.0,Reserve a Table,79 5th Ave Brooklyn NY 11215
44,$11-30,4.0,Tree House,417 Marcus Garvey Blvd Brooklyn NY 11216
189,$31-60,4.0,Il Cantinori,32 E 10th St New York NY 10003
182,Above $61,4.0,Kuruma Zushi,7 E 47th St New York NY 10017
113,$31-60,4.0,The Back Room,153 W 57th St New York NY 10019
123,Under $10,4.5,Magic Dragon,1827 15th Ave W Seattle WA 98119
17,$11-30,4.5,Two Tablespoons,230 Park Ave New York NY 10169
1016,Under $10,4.0,Lam Zhou Handmade Noodle,144 E Broadway New York NY 10002
111,$11-30,4.5,Angkor Cambodian Bistro,408 E 64th St New York NY 10065
140,$11-30,4.0,Pam’s Kitchen,1715 N 45th St Seattle WA 98103
57,$11-30,4.5,Bodrum Bistro Anatolian Kitchen,1712 N 45th St Seattle WA 98103
135,$31-60,4.0,LloydMartin,1525 Queen Anne Ave N Seattle WA 98109
781,$31-60,4.0,Tilth,1411 N 45th St Seattle WA 98103
51,$11-30,4.0,Montis Grill,4864 Beacon Ave S Seattle WA 98108
14,$11-30,4.5,Veraci Pizza,7320 35th Ave NE Seattle WA 98115
14,$31-60,4.0,Upper Bar Ferdinand,1424 11th Ave Seattle WA 98122
681,Under $10,4.5,Freshly Baked Eatery,152 N 3rd St San Jose CA 95113
839,$11-30,4.0,Brouwer’s Cafe,400 N 35th St Seattle WA 98103
1,,5.0,El Sonorense,1640 Story Rd San Jose CA 95122
348,Under $10,4.0,Specialty’s Café & Bakery,2580 N 1st St San Jose CA 95131
77,Under $10,4.5,Tasteebytes SJ,326 Commercial St San Jose CA 95132
78,$11-30,3.0,Smoke Eaters,5018 Almaden Expy San Jose CA 95118
41,$11-30,4.0,Flamingo’s,469 Saratoga Ave San Jose CA 95129
49,$11-30,3.0,Second Bar + Kitchen,3121 Palm Way Austin TX 78758
1380,Under $10,4.0,Pieology Pizzeria,1095 East Brokaw Road San Jose CA 95131
187,Under $10,4.0,Slake Cafe,120 E 7th St Austin TX 78701
600,$11-30,3.5,The Mini Gourmet,599 S Bascom Ave San Jose CA 95128
168,$31-60,4.0,The Capital Grille,117 W 4th St Austin TX 78701
353,$11-30,4.0,Bufalina,1519 E Cesar Chavez Austin TX 78702
129,Under $10,4.0,Jade Gardens Chinese Restaurant,3479 McKee Rd San Jose CA 95127
131,Under $10,4.5,The Mediterranean Chef,5908 Aurora Dr Austin TX 78757
500,$11-30,4.0,Pappadeaux Seafood Kitchen,6319 I-35 N Austin TX 78752
7,,5.0,Lua Brazil,2600 E Cesar Chavez St Austin TX 78702
386,$11-30,4.0,Hecho En Mexico,6001 W William Cannon Dr Austin TX 78749
69,Above $61,3.5,Eden East,755 Springdale Rd Austin TX 78702
49,$11-30,4.0,Sakura Sushi & Bar,1945 Medical Dr Austin TX 78734
48,$11-30,4.5,Bread and Circuses,4700 Ohio Ave S Seattle WA 98134
371,$11-30,4.0,Elliott Bay Brewery & Pub,4720 California Ave SW Seattle WA 98116
315,Under $10,4.0,Moonlight Cafe,1919 S Jackson St Seattle WA 98144
172,$11-30,3.5,Salted Sea: Seafood & Raw Bar,4915 Rainier Ave S Seattle WA 98118
271,$11-30,4.0,Seattle Fish Company,4435 California Ave SW Seattle WA 98116
61,Under $10,3.5,Premier Meat Pies,305 Harrison St Seattle WA 98109
344,Under $10,4.0,IM Thai Cuisine,5207 Brodie Ln Austin TX 78745
94,Under $10,4.5,Greenbridge Cafe,9901 8th Ave SW Seattle WA 98106
277,Under $10,4.5,Arlo’s,900 Red River St Austin TX 78701
105,Under $10,4.5,Ray’s World Taco,3215 Amy Donovan Plz Austin TX 78758
93,$11-30,4.0,Cover 3,1717 W 6th St Austin TX 78703
906,$11-30,4.0,Kerbey Lane Cafe,3704 Kerbey Ln Austin TX 78731
152,Under $10,4.0,Julie’s Handmade Noodles,2512 Rio Grande St Austin TX 78705
220,Under $10,4.5,Mi Tradicion,8716 Research Blvd Austin TX 78758
136,Under $10,4.0,Stinson’s,4416 Burnet Rd Austin TX 78756
29,Under $10,4.5,Mission Dogs,1701 E. Cesar Chavez St Austin TX 78702
130,$11-30,4.0,Fornino,Pier 6 Brooklyn Bridge Park Brooklyn NY 11201
1604,$11-30,4.0,Taverna Kyclades,3307 Ditmars Blvd Astoria NY 11105
14,$11-30,4.0,Amster Thai,846 Amsterdam Ave New York NY 10025
135,$11-30,4.5,Dadam,11 West 32nd St New York NY 10001
138,$11-30,4.0,Haymaker Bar and Kitchen,252 W 29th St New York NY 10001
82,$31-60,4.0,Al Di La Vino,607 Carroll St Brooklyn NY 11215
6,$11-30,4.5,Gotham Market at The Ashland,590 Fulton St Brooklyn NY 11217
207,$11-30,4.0,Hendriks,557 Third Ave New York NY 10016
916,$31-60,4.0,Nougatine at Jean-Georges,1 Central Park W New York NY 10023
52,$31-60,4.5,Barano,26 Broadway Brooklyn NY 11249
740,$11-30,3.5,Isabella’s Restaurant,700 S Winchester Blvd San Jose CA 95128
512,Under $10,4.0,Araujo’s Mexican Grill / El Paisa Taqueria,3070 Senter Rd San Jose CA 95111
871,Under $10,4.0,Adelita’s Taqueria,1896 Curtner Ave San Jose CA 95124
172,Under $10,3.5,Snowflake,4306  Moorpark Ave San Jose CA 95129
927,$31-60,3.0,McCormick & Schmick’s Seafood & Steaks,170 South Market St San Jose CA 95113
204,$11-30,3.0,Happy House Restaurant,1072 S De Anza Blvd San Jose CA 95129
187,Under $10,4.5,Agave Mexican Grill,17 S 4th St San Jose CA 95112
602,Under $10,4.0,Clover Bakery &  Café,4342 Moorpark Ave San Jose CA 95129
647,Under $10,4.5,Tu Mero Mole,2041 Woodard Rd San Jose CA 95124
263,Under $10,4.5,Regal Bagel,125 Bernal Rd San Jose CA 95119
49,$11-30,4.5,Kategna Ethiopian Restaurant,1663 W San Carlos St San Jose CA 95128
125,Under $10,4.0,Heartbeat Cafe,14392 Union Ave San Jose CA 95124
26,Under $10,5.0,Mexican Hot Dogs,2770 Story Rd San Jose CA 95127
486,$11-30,4.0,Aqui Cal-Mex,5679 Snell Ave San Jose CA 95123
1600,$11-30,3.5,The Boiling Crab,71 Curtner Ave San Jose CA 95125
312,Under $10,4.5,Punjabi Grocery & Deli,114 E 1st St New York NY 10009
15,$11-30,4.0,Nana Ramen,330 Malcolm X Blvd Brooklyn NY 11233
344,$11-30,4.5,Purbird,82 Sixth Ave Brooklyn NY 11217
67,Under $10,3.5,The Habit Burger and Grill,5018 Almaden Expy San Jose CA 95118
589,$11-30,4.5,Rincon Criollo,40-09 Junction Blvd Corona NY 11368
31,Under $10,4.5,El Jeffe,1483 Fulton St Brooklyn NY 11216
94,$11-30,5.0,Ruffian Wine Bar & Chef’s Table,125 E 7th St New York NY 10009
38,$11-30,4.5,Bed-Stuy Provisions,563 Gates Ave Brooklyn NY 11221
42,$31-60,4.5,BKW By Brooklyn Winery,747 Franklin Ave Brooklyn NY 11238
36,$11-30,3.5,Poketown,177 Hester St New York NY 10013
375,$11-30,4.0,Thai Siam,8305 15th Ave NW Seattle WA 98117
360,$11-30,3.5,Duke’s Chowder House,2516 Alki Ave SW Seattle WA 98116
101,Under $10,3.5,Zen Noodle & Cafe,4537A University Way NE Seattle WA 98105
606,$31-60,4.0,Terra Plata,1501 Melrose Ave Seattle WA 98122
164,$11-30,4.0,Nirmal’s,106 Occidental Ave S Seattle WA 98104
357,$11-30,3.5,Eureka!,2614 NE 46th St Seattle WA 98105
160,$11-30,4.0,Bick’s Broadview Grill,10555 Greenwood Ave N Seattle WA 98133
1059,$11-30,4.0,8oz Burger & Co,1401 Broadway Seattle WA 98122
18,$11-30,4.5,Seafood Shack,5000 Hudson Bend Rd Austin TX 78734
366,$11-30,4.0,Elliott Bay Public House & Brewery,12537 Lake City Way NE Seattle WA 98125
192,$11-30,4.0,Maekawa Bar,601 S King St Seattle WA 98104
216,$11-30,3.5,Juliet,1500 Barton Springs Rd Austin TX 78704
39,Under $10,5.0,Level Up,7800 S 1st St Austin TX 78745
238,Under $10,4.0,Bender Bar & Grill,321 W Ben White Blvd Austin TX 78798
177,$11-30,4.5,Balkan Cafe & Grill,11800 N Lamar Blvd Austin TX 78753
906,Under $10,4.5,Little Deli & Pizzeria,7101-A Woodrow Ave Austin TX 78757
164,Under $10,4.0,Torchy’s Tacos,1822 S Congress Austin TX 78704
134,Under $10,4.5,Thai Kun at Whisler’s,1816 E 6th St Austin TX 78702
22,$11-30,4.0,The Original New Orleans Po-Boy,1806 E 12th St Austin TX 78702
162,$11-30,4.0,Brunswick & Hunt,1480 NW 70th St Seattle WA 98117
448,Under $10,4.0,Fu Man Dumpling House,14314 Greenwood Ave N Seattle WA 98133
308,$11-30,4.0,Crawfish House,9826 16th Ave SW Seattle WA 98106
189,$11-30,3.5,TASTE Restaurant,1300 1st Ave Seattle WA 98101
269,Under $10,4.5,Bánh Town,10414 Holman Rd N Seattle WA 98133
143,$11-30,4.0,Sushi Samurai,1817 Queen Anne Ave N Seattle WA 98109
13,Under $10,4.5,Americano,2818 Thorndyke Ave W Seattle WA 98199
342,$11-30,4.0,Whitman & Bloom,384 3rd Ave New York NY 10016
25,Under $10,4.5,"Hiroshi’s Catering, Take-out & Deli",2521 15th Ave S Seattle WA 98144
14,Under $10,4.5,eatsa,666 3rd Ave New York NY 10172
246,$11-30,4.0,The Castello Plan,1213 Cortelyou Rd Brooklyn NY 11218
207,$11-30,4.0,Inatteso Pizzabar Casano,28 West St New York NY 10004
138,$31-60,4.0,Faro,436 Jefferson St Brooklyn NY 11237
140,$11-30,4.0,Wilma Jean,345 Smith St. Brooklyn NY 11231
160,$11-30,3.0,wagamama,210 5th Ave New York NY 10010
198,Under $10,4.5,Pommes Frites,128 Macdougal St New York NY 10012
54,$11-30,4.5,Dannee,433 Dekalb Ave Brooklyn NY 11205
484,$11-30,4.5,D K Sushi & Seoul Asian Food Market,5610 N Lamar Blvd Austin TX 78751
461,Under $10,4.5,Tan My Restaurant,1601 Ohlen Rd Austin TX 78758
189,$11-30,3.5,North By Northwest Restaurant & Brewery - Slaughter,5701 W Slaughter Ln Austin TX 78749
38,$11-30,4.5,1776 Cheesesteak Co,1505 Town Creek Austin TX 78741
154,$11-30,4.0,Verde’s Mexican Parrilla,16018 Hamilton Pool Rd Austin TX 78738
264,$11-30,4.0,Drink Well,207 E 53rd St Austin TX 78751
272,Under $10,4.0,Blaze Fast-Fire’d Pizza,5353 Almaden Expy San Jose CA 95118
318,$11-30,3.5,Salt & Time,1912 E 7th St Austin TX 78702
1180,Under $10,4.0,Juan In A Million,2300 E Cesar Chavez St Austin TX 78702
70,Under $10,4.5,Stevie’s Bar and Grill,2705 Union Ave San Jose CA 95124
277,Under $10,4.0,Taqueria El Coral,426 W Capitol Expy San Jose CA 95136
650,Under $10,4.5,Bibo’s Ny Pizza,1431 Bird Ave San Jose CA 95125
59,Under $10,4.0,Pho 101,5968 Silver Creek Valley Rd San Jose CA 95138
197,Under $10,4.5,Paperboy,1203 E 11 St Austin TX 78702
187,Under $10,4.0,7 Stars Bar & Grill,398 S Bascom Ave San Jose CA 95128
607,$11-30,3.5,Wu Ji’s Mala House,1715 Lundy Ave San Jose CA 95131
286,$11-30,3.0,Curry Up Now,3250 Zanker Rd San Jose CA 95134
131,$11-30,3.0,Island Grill,1355 N 4th St San Jose CA 95112
31,Under $10,5.0,FOB Fresh Out The Box,4001 Medical Parkway Austin TX 78756
17,Under $10,4.5,Chicken Express,3621 33rd Ave S Seattle WA 98144
28,Under $10,3.0,King Eggroll Express,1052 Leigh Ave San Jose CA 95126
239,Under $10,3.5,Kim Tar Restaurant,1698 Hostetter Rd San Jose CA 95131
297,$31-60,4.0,Cantinetta,3650 Wallingford Ave Seattle WA 98103
467,$11-30,4.0,Cafe Gourmet,840 Willow St San Jose CA 95125
114,Under $10,4.0,Pho Lien Noodle House,1460 Oakland Rd San Jose CA 95112
355,Under $10,4.0,Phat Tri,1210 Story Rd San Jose CA 95122
475,Under $10,4.0,Cenote,1010 E Cesar Chavez St Austin TX 78702
105,$11-30,4.0,Donna,27 Broadway Brooklyn NY 11249
60,$11-30,3.5,Corner Bakery Cafe,1692 Saratoga Ave San Jose CA 95128
209,$31-60,4.0,Lilia Cafe,567 Union Ave Brooklyn NY 11211
292,$11-30,4.0,Milk & Honey Cafe,1119 Newkirk Ave Brooklyn NY 11230
272,$11-30,4.0,Chez Moi,135 Atlantic Ave Brooklyn NY 11201
739,$11-30,4.0,Nino’s 46,39 W 46th St New York NY 10036
428,$11-30,4.0,Dalat Restaurant,408 E William St San Jose CA 95112
719,$11-30,4.0,Americana,219 Broadway E Seattle WA 98102
43,Under $10,4.5,Suzy’s Roti Parlour,907 Church Ave Brooklyn NY 11218
6,$31-60,4.5,Fine & Rare,9 E 37th St New York NY 10016
30,$11-30,4.5,Ida’s Nearabout,43-13 Queens Blvd Sunnyside NY 11104
656,$11-30,3.5,Udon West,150 E 46th St New York NY 10017
231,$11-30,4.0,Trinity Place,115 Broadway New York NY 10006
183,$11-30,4.0,Selamat Pagi,152 Driggs Ave Brooklyn NY 11222
4,$11-30,3.5,Glaze Teriyaki,145 N 4th St Brooklyn NY 11211
221,$11-30,4.0,Sea Witch,703 5th Ave Brooklyn NY 11215
24,$11-30,4.5,The Black Derby,310 W 4th St New York NY 10014
499,$11-30,4.0,Reserve a Table,157 Bleecker St New York NY 10012
32,$11-30,4.5,Cape House,2 Knickerbocker Ave Brooklyn NY 11237
6,,4.5,Bonjour Crêpes & Wine,34-10 30th Ave Astoria NY 11103
160,$11-30,4.0,The Malt House FiDi,9 Maiden Ln New York NY 10038
107,$11-30,4.0,Kevin’s,277A Van Brunt St Brooklyn NY 11231
180,$11-30,4.0,Reserve a Table,237 W 35th St New York NY 10001
14,Under $10,3.0,sweetgreen,137 E 61st St New York NY 10065
228,$11-30,4.0,Le Paddock,1235 Prospect Ave Brooklyn NY 11218
1996,$11-30,4.0,Calle Ocho,45 W 81st St New York NY 10024
152,$11-30,3.5,Sisters And Brothers,1128 S Albro Pl Seattle WA 98108
21,Under $10,5.0,Stone House Bakery,9701 Rainier Ave S Seattle WA 98118
182,$11-30,4.0,The Twilight Exit,2514 E Cherry St Seattle WA 98122
25,$11-30,4.0,Ciudad,6118 12th Ave S Seattle WA 98108
26,Under $10,5.0,Loxicha Authentic Oaxaca Cuisine,11552 15th Ave NE Seattle WA 98125
222,$11-30,4.0,Serious Pie,1124 Pike St Seattle WA 98101
25,$11-30,4.0,Raccolto,4147 California Ave SW Seattle WA 98116
271,$11-30,4.0,Rumba,1112 Pike St Seattle WA 98101
241,$11-30,4.0,Chili & Sesame Korean Kitchen,2429 2nd Ave Seattle WA 98121
225,$11-30,3.5,Maudie’s Milagro,3801 N Capital Of Texas Hwy Austin TX 78746
4,Under $10,4.0,Church’s Chicken,1623 E 7th St Austin TX 78702
315,Under $10,4.0,Tyson’s Tacos,4905 Airport Blvd Austin TX 78751
173,Under $10,4.5,Austin Daily Press,1900 E Martin Luther King Blvd Austin TX 78702
11,Under $10,4.0,Smart Flour Foods,4020 S Industrial Dr Austin TX 78744
203,$11-30,3.5,Thai Kun,11601 Rock Rose Ave Austin TX 78758
250,Under $10,4.5,Café Crème,1834 E Oltorf St Austin TX 78741
271,Under $10,4.0,San Francisco Bakery & Café,2900 W Anderson Ln Austin TX 78757
302,Under $10,4.5,Kebabalicious,1720 Barton Springs Rd Austin TX 78704
141,Under $10,4.0,Sonia’s Kitchen,360 E William St San Jose CA 95112
1216,Under $10,4.0,Amato’s Cheesesteaks,1162 Saratoga Ave San Jose CA 95129
128,$11-30,4.0,Isla,208 W 4th St Austin TX 78701
304,Under $10,4.0,Banh Cuon Tay Ho,2895 Senter Rd San Jose CA 95111
27,Under $10,4.0,Oriental Gourmet Chinese Restaurant,1646 S De Anza Blvd San Jose CA 95129
97,Under $10,4.0,Hung Vuong Tofu,1741 Berryessa Rd San Jose CA 95133
119,Under $10,4.5,La Original Paleteria Y Neveria,273 Willow St San Jose CA 95110
82,Under $10,4.0,Pizza My Heart,1661 Airport Blvd San Jose CA 95110
8,$11-30,4.5,Chao Chao,171 Ave A New York NY 10009
43,Under $10,4.5,La Enramada Restaurant,1635 Mckee Rd San Jose CA 95133
466,$11-30,3.5,Jade Cathay,1339 N 1st St San Jose CA 95112
395,$11-30,4.0,Kori,253 Church St New York NY 10013
123,$11-30,4.5,Pizza Moto,338 Hamilton Ave Brooklyn NY 11231
7,Under $10,4.0,Chen’s Buffet Bar,32 Cedar St New York NY 10038
27,$11-30,4.5,Ramen Shack,13-13 40th Ave Long Island City NY 11101
31,Under $10,4.5,Jalapa Jar,100 Henry St Brooklyn NY 11201
2319,$31-60,4.0,Balthazar Restaurant,80 Spring St New York NY 10012
41,$11-30,4.5,White Noise Coffee Co,4102 162nd St Flushing NY 11358
874,$11-30,4.0,Lillie’s Victorian Bar & Restaurant,249 W 49th St New York NY 10019
74,$11-30,4.0,Fish Bar at North River Landing,Pier 81 At 41st St New York NY 10036
170,$31-60,4.0,Llama Inn,50 Withers St Brooklyn NY 11211
195,$11-30,4.0,Forrest Point,970 Flushing Ave Brooklyn NY 11206
7,Under $10,4.0,Summer,85-36 Grand Ave Elmhurst NY 11373
86,$11-30,4.0,Parkside,705 Flatbush Ave Brooklyn NY 11225
70,$11-30,4.5,The Hamilton,998 Amsterdam Avenue New York NY 10025
27,$11-30,4.5,Lena’s Italian Kitchen,551 2nd Ave New York NY 10016
154,$11-30,4.5,La Slowteria,548 Court St Brooklyn NY 11231
392,$11-30,4.5,Cafe Pettirosso,1101 E Pike St Seattle WA 98122
246,$11-30,3.5,Red Papaya Ale & Spirits,530 1st Ave N Seattle WA 98109
254,$11-30,4.0,Ristorante Doria,4759 Roosevelt Way NE Seattle WA 98105
330,$31-60,4.0,Jak’s Grill,3701 NE 45th St Seattle WA 98105
278,$11-30,4.0,Cheeky Cafe,1700 S Jackson St Seattle WA 98144
208,$11-30,4.0,Saltoro,14051 Greenwood Ave N Seattle WA 98133
475,$11-30,4.0,RoRo BBQ & Grill,3620 Stone Way N Seattle WA 98103
51,$11-30,4.5,Mixto,521 3rd Ave Seattle WA 98104
81,$11-30,3.5,Saint Helens Cafe,3600 NE 45th St Seattle WA 98105
42,Under $10,4.0,Banh Beo Tolan,2955 Senter Rd San Jose CA 95111
285,$11-30,4.5,FareStart Restaurant,700 Virginia St Seattle WA 98101
3,,3.5,Los Jarritos Restaurant,1161 S King Rd San Jose CA 95122
274,Under $10,4.5,Grab A Pita,1597 Meridian Ave San Jose CA 95125
212,Under $10,4.0,Bagel Guys Bakery,1702 Meridian Ave San Jose CA 95125
240,$11-30,4.0,Veggie Grill,1692 Saratoga Ave San Jose CA 95129
222,$11-30,3.5,Ogisan Ramen,5293 Prospect Rd San Jose CA 95129
216,Under $10,4.5,Cow Bells,1620 E Riverside Dr Austin TX 78741
135,Under $10,3.5,Tapioca Island,5815 Cottle Rd San Jose CA 95123
736,$11-30,4.0,Mother’s Cafe & Garden,4215 Duval St Austin TX 78751
482,$11-30,3.5,Searsucker,415 Colorado St Austin TX 78701
141,Under $10,4.5,Baton Creole,1016 E 6th St Austin TX 78702
408,$31-60,3.5,Steiner Ranch Steakhouse,5424 Steiner Ranch Blvd Austin TX 78732
590,Under $10,4.0,Café Crêpe,200 San Jacinto Blvd Austin TX 78701
8,$11-30,5.0,El Norteno Pollos Asados,4925 Craigwood Dr Austin TX 78725
202,Under $10,4.0,The Mean Eyed Cat,1621 W 5th St Austin TX 78703
16,Under $10,4.5,Top Taco,6301 W Parmer Ln Austin TX 78729
270,Under $10,4.0,Newk’s Eatery,9722 Great Hills Trl Austin TX 78759
726,$11-30,4.5,Midori Sushi,13435 N Hwy 183 Austin TX 78750
212,Under $10,4.5,The Flying Carpet,504 W Oltorf St Austin TX 78704
93,Under $10,3.5,The Salt Lick Taco Bar,Austin-Bergstrom International Airport Austin TX 78719
293,Under $10,4.0,Baguette House,10901 N Lamar Blvd Austin TX 78753
360,Under $10,4.0,Arturo’s Underground Cafe,314 W 17th St Austin TX 78701
224,$11-30,3.0,Ski Shores Cafe,3103 Pearce Rd Austin TX 78730
164,$11-30,4.5,Hi Hat Public House,2121 E 6th St Austin TX 78702
102,Under $10,4.0,Los Jaliscienses,6201 E Hwy 290 Austin TX 78723
32,$11-30,2.5,Aj’s Restaurant & Bar,393 Lincoln Ave San Jose CA 95126
460,$11-30,3.5,Trudy’s,901 Little Texas Ln Austin TX 78745
53,$11-30,4.0,Pomodoro Pizza,6932 Almaden Expy San Jose CA 95120
145,Under $10,4.0,Kerrie’s Kafe,3052 Orchard Dr San Jose CA 95134
133,$11-30,4.0,Mangos Mexican Grill,1860 The Alameda San Jose CA 95126
217,$11-30,3.5,IHOP,644 N 1st St San Jose CA 95112
94,$11-30,3.5,Robee’s Falafel,5730 Cottle Rd San Jose CA 95123
918,$11-30,4.0,Uneeda Burger,4302 Fremont Ave N Seattle WA 98103
539,$11-30,3.5,Picasso’s Tapas Restaurant,62 W Santa Clara St San Jose CA 95113
324,$11-30,4.0,Perché No Pasta & Vino,1319 N 49th St Seattle WA 98103
429,$11-30,4.0,Red Lantern,520 S Jackson St Seattle WA 98104
153,Under $10,4.5,Thai Savon,6711 Martin Luther King Jr Way S Seattle WA 98118
90,$11-30,4.5,Wakefield Bar,2318 2nd Ave Seattle WA 98121
1591,$11-30,3.5,New Krung Thai Restaurant,580 N Winchester Blvd San Jose CA 95128
176,$11-30,4.0,Collections Cafe,305 Harrison St Seattle WA 98109
565,Under $10,4.0,In The Bowl Vegetarian Noodle Bistro,1554 E Olive Way Seattle WA 98102
439,$11-30,4.0,Trials Pub,265 N 1st St San Jose CA 95113
269,$11-30,4.0,Sushi Kanpai,900 8th Ave Seattle WA 98104
466,Under $10,4.0,Mochi Ice Cream,170 Jackson St San Jose CA 95112
79,$11-30,3.5,Paseo Caribbean Food - SoDo,1760 1st Ave S Seattle WA 98134
95,Under $10,4.5,Oasis Deli,1737 N 1st St San Jose CA 95112
65,$11-30,3.5,Coast Poke Counter,87 N San Pedro St San Jose CA 95110
210,Under $10,4.0,Tacos Santiaguito,609 Saratoga Ave San Jose CA 95129
195,Under $10,4.5,"Santo Market, Inc.",245 E Taylor St San Jose CA 95112
78,$11-30,3.5,Hook & Plow,2100 Alaskan Way Seattle WA 98121
308,$11-30,3.5,The Pasta Market,579 Coleman Ave San Jose CA 95110
1138,Under $10,3.5,MoGo BBQ,1612 Remuda Ln San Jose CA 95112
835,$31-60,4.0,"The Brooklyn Seafood, Steak & Oyster House",1212 2nd Ave Seattle WA 98101
18,Under $10,4.0,Cheese Wizards,3204 15th Ave W Seattle WA 98119
169,$11-30,3.5,Cafe Lago,2305 24th Ave E Seattle WA 98112
144,$11-30,4.5,2C Thai Bistro & Spirits,12506 Lake City Way NE Seattle WA 98125
48,$11-30,4.0,Ikina Sushi,918 E Pike St Seattle WA 98122
33,Under $10,4.0,Bibimbap King,701 5th Ave Seattle WA 98104
214,$11-30,4.0,Counter Cafe East,1914 E 6th St Austin TX 78702
54,Under $10,4.5,Blue Heron,4001 Gilman Ave W Seattle WA 98199
313,$11-30,4.0,Nate’s Wings and Waffles,1224 E Jefferson St Seattle WA 98122
251,Under $10,4.0,Tamale House East,1707 E 6th St Austin TX 78702
110,$11-30,4.5,Turf N Surf Po’ Boy,3121 S Lamar Blvd Austin TX 78704
182,Under $10,4.0,Nubian Queen Lola’s Cajun Soul Food,1815 Rosewood Ave Austin TX 78702
5,Under $10,5.0,Bua Loy Thai Cuisine,1211 E 6th St Austin TX 78702
165,Under $10,4.5,Big Fat Greek Gyros,80 Rainey St Austin TX 78701
141,$11-30,4.0,Via 313 Pizza,3016 Guadalupe St Austin TX 78705
126,Under $10,4.5,Las Trancas,1210 E Cesar Chavez St Austin TX 78702
214,$11-30,4.0,Saffron,3616 Far W Blvd Austin TX 78731
83,Under $10,4.5,Tortilleria Rio Grande,900 E Braker Ln Austin TX 78753
413,Under $10,4.0,Santa Fe Taqueria,942 S White Rd San Jose CA 95109
657,Under $10,3.5,Magnolia Cafe,2304 Lake Austin Blvd Austin TX 78703
240,Under $10,4.5,Peace Bakery and Deli,11220 N Lamar Blvd Austin TX 78753
258,Under $10,4.0,Guanaco’s Tacos Pupuseria,4106 Brooklyn Ave NE Seattle WA 98105
466,$11-30,4.0,Chiso Restaurant,3520 Fremont Ave N Seattle WA 98103
874,$11-30,4.0,Geraldine’s Counter,4872 Rainier Ave S Seattle WA 98118
181,$11-30,4.0,The Smith,1150 Broadway New York NY 10010
