,_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
991,991,1468,784,uva,1486 2nd Ave New York NY 10075,4.0,$20,1716,uva,1486 2nd Avenue New York NY 10075,4.2,$55,27
992,992,1472,502,whip in,1950 Hwy 35 S Austin TX 78704,4.0,$20,599,whip in,1950 S Interstate Hwy 35 Austin TX 78704,4.0,$40,26
993,993,1473,848,foreign & domestic,306 E 53rd St Austin TX 78751,3.5,$20,534,foreign & domestic,306 E 53rd St Austin TX 78751,3.8,$80,29
994,994,1475,29,la barbecue,1906 E Cesar Chavez Austin TX 78702,4.5,$20,1158,la barbecue,1906 E Cesar Chavez St Austin TX 78702,4.0,$40,38
995,995,1477,1461,mi madre’s,2201 Manor Rd Austin TX 78722,4.0,$5,450,mi madre's,2201 Manor Road TX 78722,3.7,$40,10
996,996,1480,312,rangoli india ,3695 Union Ave San Jose CA 95124,3.5,$20,967,rangoli,3695 Union Avenue San Jose CA 95124,3.9,$50,3
997,997,1485,2051,las cazuelas ,55 Race St San Jose CA 95126,4.0,$20,246,taqueria eduardo,255 Race St San Jose CA 95126,3.4,$25,2
998,998,1485,3082,las cazuelas ,55 Race St San Jose CA 95126,4.0,$20,246,las cazuelas,55 Race St San Jose CA 95126,3.1,$40,1
999,999,1487,2372,reserve a table,72 N Almaden Ave San Jose CA 95110,3.5,$20,788,sp2 communal bar + ,72 N Almaden Avenue San Jose CA 95110,2.7,$43,1
1000,1000,1488,957,patxi’s pizza,3350 Zanker Rd San Jose CA 95134,3.5,$20,611,patxi's pizza,3350 Zanker Road North San Jose San Jose CA 95134,3.2,$50,4
1001,1001,1496,780,lure fishbar,142 Mercer St New York NY 10012,4.0,$45,1279,lure fishbar,142 Mercer St Soho NY 10012,4.1,$150,30
1002,1002,1497,396,ku sushi and izakaya,5210 University Way NE Seattle WA 98105,3.5,$20,111,araya's vegetarian place,5240 University Way NE Seattle WA 98105,4.2,$40,34
1003,1003,1497,2600,ku sushi and izakaya,5210 University Way NE Seattle WA 98105,3.5,$20,111,pizza pi vegan pizzaeria,5500 University Way NE Seattle WA 98105,3.3,$45,13
1004,1004,1500,232,matts in the market,94 Pike St Seattle WA 98101,4.0,$45,769,matt's in the market,Pike Place Market 94 Pike St Seattle WA 98101,4.0,$55,77
1005,1005,1501,1908,brass tacks,6031 Airport Way S Seattle WA 98108,4.0,$20,293,brass tacks,6031 Airport Way South Seattle WA 98108,3.3,$70,11
1006,1006,1501,2888,brass tacks,6031 Airport Way S Seattle WA 98108,4.0,$20,293,square knot,6015 Airport Way S Seattle WA 98108,3.4,$35,5
1007,1007,1502,79,la carta de oaxaca,5431 Ballard Ave NW Seattle WA 98107,4.0,$20,1081,la carta de oaxaca,5431 Ballard Avenue NW Seattle WA 98107,4.6,$35,99
1008,1008,1508,3072,godavari austin,1779 Wells Branch Pkwy Austin TX 78728,4.0,$20,86,inka chicken,1707 Wells Branch Pkwy Austin TX 78728,3.3,$30,6
1009,1009,1510,2480,maru japanese sushi ,4636 Burnet Rd Austin TX 78756,3.5,$20,234,maru,4636 Burnet Road Austin TX 78756,3.6,$40,9
1010,1010,1511,1099,casa colombia,2409 E 7th St Austin TX 78702,4.0,$20,154,casa colombia,2409 E 7th St TX 78702,3.9,$30,20
1011,1011,1513,822,boat house grill,6812 Ranch Rd 620 N Austin TX 78732,3.5,$5,167,boat house grill,6812 N Ranch Road 620 Austin TX 78732,3.7,$25,18
1012,1012,1514,605,crepevine ,1100 Lincoln Ave San Jose CA 95125,3.5,$20,583,crepevine,1100 Lincoln Avenue Suite 190 San Jose CA 95125,3.6,$35,1
1013,1013,1514,2028,crepevine ,1100 Lincoln Ave San Jose CA 95125,3.5,$20,583,main street burgers,1100 Lincoln Avenue San Jose CA 95125,2.9,$30,1
1014,1014,1515,1161,big e cafe,1683 Branham Ln San Jose CA 95118,4.5,$5,338,big e cafe,1683 Branham Lane San Jose CA 95118,3.0,$43,2
1015,1015,1519,2377,reserve a table,4130 N 1st St San Jose CA 95134,3.5,$20,280,rok steakhouse,4130 N 1st St San Jose CA 95134,2.6,$30,1
1016,1016,1523,1554,spud fish & chips,2666 Alki Ave SW Seattle WA 98116,4.0,$20,297,alki spud fish & chips,2666 Alki Avenue SW Seattle WA 98116,3.5,$30,10
1017,1017,1525,888,hue ky mi gia,1207 S Jackson St Seattle WA 98144,4.0,$5,406,seven stars pepper szechuan ,1207 South Jackson St Seattle WA 98144,3.9,$25,18
1018,1018,1525,2093,hue ky mi gia,1207 S Jackson St Seattle WA 98144,4.0,$5,406,saigon deli,1237 S Jackson St Seattle WA 98144,3.7,$15,18
1019,1019,1527,1558,el sirenito,5901 Airport Way S Seattle WA 98108,4.0,$20,64,fonda la catrina,5905 Airport Way S Seattle WA 98108,3.9,$30,22
1020,1020,1528,554,rn74,1433 4th Ave Seattle WA 98101,4.0,$45,842,rn74,1433 4th Avenue S Seattle WA 98101,3.6,$125,51
1021,1021,1529,1379,twin lion chinese ,4815 W Braker Ln Austin TX 78759,4.0,$5,181,twin lion chinese ,North Hills Town Center 4815 W Braker Lane Suite 510 Austin TX 78759,4.2,$30,24
1022,1022,1530,3198,baja bistro,2414 Beacon Ave S Seattle WA 98144,4.0,$5,186,baja bistro,2414 Beacon Avenue S Seattle WA 98144,3.7,$40,5
1023,1023,1534,1973,tuk tuk thai cafe,5517 Manchaca Rd Austin TX 78745,4.0,$5,355,tuk tuk thai cafe,5517 Manchaca Road Austin TX 78745,3.3,$25,4
1024,1024,1536,1642,chago’s caribbean cuisine,7301 N Lamar Blvd Austin TX 78752,4.5,$20,531,chago's,7301 N Lamar Blvd Austin TX 78752,3.7,$45,24
1025,1025,1537,498,texas chili parlor,1409 Lavaca St Austin TX 78701,4.0,$5,488,texas chili parlor,1409 Lavaca St Austin TX 78701,4.0,$30,30
1026,1026,1539,1672,king eggroll,980 Lundy Ave San Jose CA 95133,4.0,$5,587,king eggroll,980 Lundy Avenue San Jose CA 95133,3.5,$30,2
1027,1027,1543,1273,yas ,1138 Saratoga Ave San Jose CA 95129,4.0,$20,379,yas,1138 Saratoga Avenue San Jose CA 95129,3.4,$55,1
1028,1028,1546,977,com ga nam an,348 E Santa Clara St San Jose CA 95113,4.0,$5,336,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1029,1029,1546,2068,com ga nam an,348 E Santa Clara St San Jose CA 95113,4.0,$5,336,nick's,354 E Santa Clara St San Jose CA 95113,2.9,$13,1
1030,1030,1546,3090,com ga nam an,348 E Santa Clara St San Jose CA 95113,4.0,$5,336,dive bar,78 E Santa Clara St San Jose CA 95113,-,$25,1
1031,1031,1551,443,art of tacos,75 Rainey St Austin TX 78701,4.0,$5,138,g'raj mahal cafe & lounge,73 Rainey St Austin TX 78701,4.1,$70,34
1032,1032,1551,1723,art of tacos,75 Rainey St Austin TX 78701,4.0,$5,138,el naranjo,85 Rainey St Austin TX 78701,3.6,$100,13
1033,1033,1552,1089,sao paulo’s ,2809 San Jacinto Blvd Austin TX 78705,4.0,$20,330,so paulo's,2809 San Jacinto Blvd Austin TX 78705,3.8,$60,9
1034,1034,1556,3235,jack the horse tavern,66 Hicks St Brooklyn NY 11201,4.0,$45,314,jack the horse tavern,66 Hicks St Brooklyn NY 11201,4.2,$150,15
1035,1035,1559,3169,mi tradicion,801 E William Cannon Dr Austin TX 78745,4.5,$5,66,tucci's southside subs,801 E William Cannon Drive Austin TX 78745,3.1,$25,5
1036,1036,1560,1274,isfahan kabob,3014 Union Ave San Jose CA 95124,4.0,$20,265,isfahan kabob,3014 Union Avenue CA 95124,3.3,$30,2
1037,1037,1564,1906,katsu burger,6538 4th Ave S Seattle WA 98108,4.0,$20,580,katsu burger,6538 4th Avenue South Seattle WA 98108,3.5,$20,22
1038,1038,1568,2449,taylor shellfish farms,1521 Melrose Ave Seattle WA 98122,4.0,$20,664,taylor shellfish,Melrose Market 1521 Melrose Avenue Seattle WA 98122,3.3,$65,18
1039,1039,1569,1509,west 5,4539 California Ave SW Seattle WA 98116,4.0,$20,374,west 5,4539 California Avenue SW Seattle WA 98116,3.7,$30,17
1040,1040,1572,698,saffron grill,2132 N Northgate Way Seattle WA 98133,4.0,$20,751,saffron grill,2132 North Northgate Way Seattle WA 98133,3.9,$45,59
1041,1041,1583,411,zeytoun,191 Metro Dr San Jose CA 95110,3.5,$20,114,zeytoun,191 Metro Drive  San Jose CA 95110,3.5,$13,3
1042,1042,1585,1671,don pedro’s ,43 Post St San Jose CA 95113,4.0,$20,106,don pedro's,43 Post St San Jose CA 95113,3.1,$25,2
1043,1043,1588,1207,emperor norton’s italian restaurant & pizzeria,7058 Santa Teresa Blvd San Jose CA 95139,3.5,$20,165,emperor norton's italian,7058 Santa Teresa Blvd San Jose CA 95139,3.8,$35,1
1044,1044,1588,1429,emperor norton’s italian restaurant & pizzeria,7058 Santa Teresa Blvd San Jose CA 95139,3.5,$20,165,el amigo,7090 Santa Teresa Blvd San Jose CA 95139,3.3,$20,1
1045,1045,1588,2052,emperor norton’s italian restaurant & pizzeria,7058 Santa Teresa Blvd San Jose CA 95139,3.5,$20,165,golden house chinese,7108 Santa Teresa Blvd San Jose CA 95139,3.6,$40,1
1046,1046,1592,1636,julio’s café,4230 Duval St Austin TX 78751,4.0,$5,309,julio's cafe,4230 Duval St Austin TX 78751,3.7,$40,15
1047,1047,1595,55,savor de moi,1211 E 6th St Austin TX 78702,5.0,$5,29,buenos aires cafe,1201 E 6th St Austin TX 78702,4.1,$70,26
1048,1048,1604,2039,mexico bakery,2811 Story Rd San Jose CA 95127,4.5,$5,776,mexico bakery,2811 Story Road San Jose CA 95127,3.1,$25,2
1049,1049,1607,1272,jade china,2524 Berryessa Rd San Jose CA 95132,4.0,$5,580,jade china chinese food,2524 Berryessa Road San Jose CA 95132,3.9,$13,1
1050,1050,1609,20,reserve a table,238 Race St San Jose CA 95126,3.5,$20,744,habana cuba,238 Race St San Jose CA 95126,4.0,$25,12
1051,1051,1611,575,ma’ono,4437 California Ave SW Seattle WA 98116,3.5,$20,576,ma'ono fried chicken & whisky,4437 California Avenue SW Seattle WA 98116,4.1,$50,34
1052,1052,1615,1409,nell’s ,6804 E Green Lake Way N Seattle WA 98115,4.0,$45,132,nell's,6804 East Green Lake Way North Seattle WA 98115,4.0,$80,18
1053,1053,1619,520,wisefish poké,263 W 19th St New York NY 10011,4.0,$20,289,boqueria,53 W 19th St New York NY 10011,4.3,$75,36
1054,1054,1631,48,la condesa,400 W 2nd St Austin TX 78701,3.5,$20,1073,la condesa,400 A W 2nd St Austin TX 78701,3.5,$80,54
1055,1055,1631,137,la condesa,400 W 2nd St Austin TX 78701,3.5,$20,1073,lamberts downtown barbecue,401 W 2nd St Austin TX 78701,4.0,$100,81
1056,1056,1634,329,noble sandwich,12233 RR 620 N Austin TX 78750,4.0,$5,286,noble sandwich co.,12233 Ranch Road 620 N Suite 105 Austin TX 78750,4.4,$30,38
1057,1057,1634,2736,noble sandwich,12233 RR 620 N Austin TX 78750,4.0,$5,286,rc fowlers,12233 N RR 620 Austin TX 78750,2.7,$25,6
1058,1058,1636,2777,black walnut café,10817 Ranch Road 2222 Austin TX 78730,3.5,$20,216,black walnut cafe,10817 Ranch to Market Road 2222 Austin TX 78730,3.1,$50,9
1059,1059,1637,1091,freda’s seafood grille,10903 Pecan Park Blvd Austin TX 78750,4.0,$20,351,freda's seafood grille,10903 Pecan Park Blvd Austin TX 78750,3.7,$70,18
1060,1060,1640,1485,the anthony,183 Bleecker St New York NY 10012,4.5,$45,8,by chloe,185 Bleecker St New York NY 10012,3.8,$40,17
1061,1061,1642,806,diner,85 Broadway Brooklyn NY 11211,4.0,$20,644,diner,85 Broadway Brooklyn NY 11211,4.2,$60,19
1062,1062,1642,1959,diner,85 Broadway Brooklyn NY 11211,4.0,$20,644,marlow & sons,81 Broadway Brooklyn NY 11211,4.0,$100,14
1063,1063,1645,2776,el taquito,1713 E Riverside Dr Austin TX 78741,4.0,$5,270,el jacalito,2030 E Oltorf St Austin TX 78741,3.2,$30,5
1064,1064,1646,910,dolce vita,4222 Duval St Austin TX 78751,4.0,$20,328,dolce vita,4222 Duval St Austin TX 78751,3.7,$30,10
1065,1065,1648,38,fogo de chão brazilian steakhouse,309 E 3rd St Austin TX 78701,4.5,$45,579,fogo de cho,309 E 3rd St Austin TX 78701,4.1,$100,47
1066,1066,1650,3157,caffe aragona,914 Congress Ave Austin TX 78701,4.5,$5,6,lavazza espression,914 Congress Avenue Austin TX 78701,2.8,$30,3
1067,1067,1652,1019,bocaphê,222 Lafayette St New York NY 10012,4.0,$20,266,ed's lobster bar,222 Lafayette St New York NY 10012,4.0,$90,35
1068,1068,1652,1227,bocaphê,222 Lafayette St New York NY 10012,4.0,$20,266,jack's wife freda,224 Lafayette St New York NY 10012,4.0,$60,28
1069,1069,1652,1243,bocaphê,222 Lafayette St New York NY 10012,4.0,$20,266,morini osteria,218 Lafayette St New York NY 10012,3.9,$120,28
1070,1070,1655,1588,yiwanmen,150 Mott St New York NY 10013,3.5,$5,12,shanghai caf,100 Mott St New York NY 10013,4.0,$35,32
1071,1071,1663,1924,bar del corso,3057 Beacon Ave S Seattle WA 98144,4.0,$20,256,bar del corso,3057 Beacon Avenue South Seattle WA 98144,3.9,$45,21
1072,1072,1667,1354,aloha ramen,3004 NE 127th St Seattle WA 98125,4.0,$5,642,aloha ramen,3004 NE 127th St Seattle WA 98125,3.9,$25,27
1073,1073,1668,557,mashiko japanese restaurant & sushi bar,4725 California Ave SW Seattle WA 98116,4.0,$45,554,mashiko,4725 California Avenue SW Seattle WA 98116,4.0,$60,38
1074,1074,1669,2553,the noble fir,5316 Ballard Ave NW Seattle WA 98107,4.0,$20,181,the noble fir,5316 Ballard Avenue NW Seattle WA 98107,3.6,$45,10
1075,1075,1672,1076,el borrego de oro,3900 S Congress Ave Austin TX 78704,4.0,$5,197,el borrego de oro,3900 S Congress Avenue TX 78704,3.7,$50,9
1076,1076,1674,1079,yellow jacket social club,1704 E 5th St Austin TX 78702,4.0,$5,312,yellow jacket social club,1704 E 5th St Austin TX 78702,3.4,$30,13
1077,1077,1675,2756,asiana indian cuisine,801 E William Cannon Dr Austin TX 78745,4.5,$20,465,asiana indian cuisine,801 E William Cannon Drive Suite 205 Austin TX 78745,3.3,$30,12
1078,1078,1675,3169,asiana indian cuisine,801 E William Cannon Dr Austin TX 78745,4.5,$20,465,tucci's southside subs,801 E William Cannon Drive Austin TX 78745,3.1,$25,5
1079,1079,1676,2120,michi ramen,6519 N Lamar Blvd Austin TX 78752,4.0,$20,961,michi ramen,6519 N Lamar Blvd TX 78752,3.4,$40,7
1080,1080,1677,2759,xian sushi and noodle,1801 E 51 St Austin TX 78723,4.0,$20,301,caf mueller,1801 E 51st St Austin TX 78723,3.4,$30,7
1081,1081,1678,50,bartlett’s,2408 W Anderson Ln Austin TX 78757,4.0,$45,533,bartlett's,2408 W Anderson Lane Burnet Road Austin TX 78757,4.2,$100,43
1082,1082,1679,1378,galaxy cafe,1000 W Lynn St Austin TX 78703,4.0,$20,310,galaxy cafe,1000 W Lynn St Austin TX 78703,3.8,$45,13
1083,1083,1680,3184,the bridge,6301 California Ave SW Seattle WA 98136,4.0,$20,165,the bridge,6301 California Avenue SW Seattle WA 98136,3.2,$40,8
1084,1084,1682,579,lopriore bros pasta bar,1530 Post Aly Seattle WA 98101,4.5,$5,185,rachel's ginger beer,1530 Post Alley Seattle WA 98101,3.8,$15,24
1085,1085,1683,2958,red cow,1423 34th Ave Seattle WA 98122,4.0,$45,187,red cow,1423 34th Avenue Seattle WA 98122,3.2,$100,11
1086,1086,1684,1005,la medusa,4857 Rainier Ave S Seattle WA 98118,4.0,$45,176,la medusa,4857 Rainier Avenue South Columbia City Seattle WA 98118,4.1,$55,22
1087,1087,1687,288,westward,2501 N Northlake Way Seattle WA 98103,3.5,$20,411,westward,2501 North Northlake Way Seattle WA 98103,3.9,$70,29
1088,1088,1688,627,cactus restaurants,4220 E Madison St Seattle WA 98112,4.0,$20,414,cactus,4220 East Madison St Seattle WA 98112,3.9,$45,36
1089,1089,1689,2860,rogo’s restaurant & bar,3321 W McGraw St Seattle WA 98199,4.0,$20,41,kinnaree thai cuisine,3311 W McGraw St Seattle WA 98199,3.9,$35,9
1090,1090,1692,1184,huong lan sandwich,1655 Tully Rd San Jose CA 95122,4.0,$5,848,huong lan sandwich,1655 Tully Road San Jose CA 95122,3.1,$25,3
1091,1091,1694,974,thai spice,1102 Bird Ave San Jose CA 95125,3.5,$20,422,thai spice,1102 Bird Avenue Suite 10 San Jose CA 95125,3.6,$40,1
1092,1092,1695,422,tomo sushi,5487 Snell Ave San Jose CA 95123,3.5,$20,222,tomo sushi,5487 Snell Avenue San Jose CA 95123,3.7,$25,7
1093,1093,1696,1199,eat viet,3730 N 1st St San Jose CA 95134,3.5,$5,177,sendo sushi,3730 N 1st St San Jose CA 95134,3.3,$43,2
1094,1094,1696,2370,eat viet,3730 N 1st St San Jose CA 95134,3.5,$5,177,the castle,3730 N 1st St San Jose CA 95134,3.0,$30,1
1095,1095,1697,15,scrambl’z,5055 Almaden Expy San Jose CA 95118,4.0,$20,1355,scramblz,5055 Almaden Expressway San Jose CA 95118,4.0,$43,7
1096,1096,1698,3043,corner pho,1190 Hillsdale Ave San Jose CA 95118,4.0,$5,194,taqueria la mordida,1190 Hillsdale Avenue San Jose CA 95118,3.1,$13,1
1097,1097,1699,1858,grill em pizza & sports bar,497 Reynolds Cir San Jose CA 95112,4.0,$20,40,grill em pizza and sports bar,497 Reynolds Circle San Jose CA 95112,-,$15,1
1098,1098,1700,104,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,village california,378 Santana Row San Jose CA 95128,3.9,$35,11
1099,1099,1700,355,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,pasta pomodoro,378 Santana Row San Jose CA 95128,3.4,$55,5
1100,1100,1700,756,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,el jardin tequila bar,368 Santana Row San Jose CA 95128,3.2,$80,7
1101,1101,1700,1045,el jardin tequila bar & ,368 Santana Row San Jose CA 95128,3.0,$20,775,fantasia,378 Santana Row San Jose CA 95128,3.4,$15,1
1102,1102,1701,106,bill’s cafe,1115 Willow St San Jose CA 95125,4.0,$20,1778,bill's cafe,1115 Willow St San Jose CA 95125,3.9,$30,4
1103,1103,1701,414,bill’s cafe,1115 Willow St San Jose CA 95125,4.0,$20,1778,the table,1110 Willow St San Jose CA 95125,3.7,$85,6
1104,1104,1702,2233,bill’s cafe,5631 Cottle Rd San Jose CA 95123,4.0,$20,595,bill's cafe,5629 Cottle Road San Jose CA 95123,-,$30,1
1105,1105,1704,977,tofoo com chay,388 E Santa Clara St San Jose CA 95113,4.0,$5,878,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
1106,1106,1704,2068,tofoo com chay,388 E Santa Clara St San Jose CA 95113,4.0,$5,878,nick's,354 E Santa Clara St San Jose CA 95113,2.9,$13,1
1107,1107,1704,3090,tofoo com chay,388 E Santa Clara St San Jose CA 95113,4.0,$5,878,dive bar,78 E Santa Clara St San Jose CA 95113,-,$25,1
1108,1108,1707,574,kabul afghan cuisine,2301 N 45th St Seattle WA 98103,4.5,$20,301,kabul,2301 North 45th St Seattle WA 98103,3.6,$70,40
1109,1109,1708,261,crab pot,1301 Alaskan Way Seattle WA 98101,3.0,$45,1507,crab pot,Pier 57 1301 Alaskan Way Seattle WA 98101,3.7,$60,112
1110,1110,1709,74,metropolitan grill,820 2nd Ave Seattle WA 98104,4.0,$91,1255,metropolitan grill,820 2nd Avenue Seattle WA 98104,4.1,$95,87
1111,1111,1710,2566,queen margherita pizza,3111 W McGraw St Seattle WA 98199,4.0,$20,88,queen margherita,3111 W McGraw St Suite 103 Seattle WA 98199,3.8,$75,16
1112,1112,1710,2860,queen margherita pizza,3111 W McGraw St Seattle WA 98199,4.0,$20,88,kinnaree thai cuisine,3311 W McGraw St Seattle WA 98199,3.9,$35,9
1113,1113,1712,558,skycity at the needle,400 Broad St Seattle WA 98109,3.5,$45,1328,skycity ,400 Broad St Seattle WA 98109,3.5,$130,59
1114,1114,1713,291,nishino,3130 E Madison St Seattle WA 98112,4.5,$45,552,nishino,3130 East Madison St Seattle WA 98112,4.1,$75,38
1115,1115,1714,388,marée bistro and bar,2820 Alki Ave SW Seattle WA 98116,4.5,$45,23,cactus,2820 Alki Avenue SW Seattle WA 98116,4.0,$40,31
1116,1116,1715,264,jade garden,424 7th Ave S Seattle WA 98104,3.5,$20,1105,jade garden,424 7th Avenue South International District Seattle WA 98104,4.1,$35,73
1117,1117,1724,976,pho to thi #1,5499 Snell Ave San Jose CA 95123,4.0,$5,31,pho my,5499 Snell Avenue San Jose CA 95123,3.7,$15,1
1118,1118,1725,1110,ho ho chinese bbq,13000 N Ih-35 Austin TX 78753,4.0,$20,499,ho ho chinese bbq,13000 Building 6 IH 35 N Austin TX 78753,3.7,$35,20
1119,1119,1725,1722,ho ho chinese bbq,13000 N Ih-35 Austin TX 78753,4.0,$20,499,first chinese bbq,10901 N Lamar Blvd Austin TX 78753,3.5,$40,13
1120,1120,1726,3043,taqueria la mordida,1190 Hillsdale Ave San Jose CA 95118,4.0,$5,85,taqueria la mordida,1190 Hillsdale Avenue San Jose CA 95118,3.1,$13,1
1121,1121,1729,1532,oliver’s twist,6822 Greenwood Ave N Seattle WA 98103,4.0,$20,289,oliver's twist,6822 Greenwood Avenue N Seattle WA 98103,3.6,$30,18
1122,1122,1732,788,benito one,174 Mulberry St New York NY 10013,4.0,$20,386,grotta azzurra ristorante,177 Mulberry St New York NY 10013,3.9,$70,37
1123,1123,1732,1955,benito one,174 Mulberry St New York NY 10013,4.0,$20,386,da nico,164 Mulberry St New York NY 10013,3.9,$100,30
1124,1124,1735,2345,the grey dog,244 Mulberry St New York NY 10012,4.0,$20,369,parm,248 Mulberry St New York NY 10012,3.9,$70,31
1125,1125,1735,2785,the grey dog,244 Mulberry St New York NY 10012,4.0,$20,369,balaboosta,214 Mulberry St New York NY 10012,3.8,$100,24
1126,1126,1746,1676,the back room,153 W 57th St New York NY 10019,4.0,$45,113,russian tea room,150 W 57th St New York NY 10019,3.7,$150,30
1127,1127,1749,1020,lam zhou handmade noodle,144 E Broadway New York NY 10002,4.0,$5,1016,golden unicorn,18 E Broadway New York NY 10002,4.0,$50,24
1128,1128,1751,2881,pam’s kitchen,1715 N 45th St Seattle WA 98103,4.0,$20,140,chocolati caf,1716 N 45th St Seattle WA 98103,3.3,$15,13
1129,1129,1752,2881,bodrum bistro anatolian kitchen,1712 N 45th St Seattle WA 98103,4.5,$20,57,chocolati caf,1716 N 45th St Seattle WA 98103,3.3,$15,13
1130,1130,1753,2429,lloydmartin,1525 Queen Anne Ave N Seattle WA 98109,4.0,$45,135,lloyd martin,1525 Queen Anne Avenue North Seattle WA 98109,3.7,$130,18
1131,1131,1754,268,tilth,1411 N 45th St Seattle WA 98103,4.0,$45,781,tilth,1411 North 45th St WA 98103,4.0,$85,76
1132,1132,1759,615,brouwer’s cafe,400 N 35th St Seattle WA 98103,4.0,$20,839,brouwer's caf,400 North 35th St Seattle WA 98103,3.9,$50,41
1133,1133,1764,1186,flamingo’s,469 Saratoga Ave San Jose CA 95129,4.0,$20,41,flamingos,469 Saratoga Avenue San Jose CA 95129,3.3,$30,1
1134,1134,1766,22,pieology pizzeria,1095 East Brokaw Road San Jose CA 95131,4.0,$5,1380,pieology,1095 E Brokaw Road San Jose CA 95131,3.1,$50,2
1135,1135,1766,2907,pieology pizzeria,1095 East Brokaw Road San Jose CA 95131,4.0,$5,1380,noah's bagels,1095 E Brokaw Road San Jose CA 95131,-,$20,1
1136,1136,1767,2418,slake cafe,120 E 7th St Austin TX 78701,4.0,$5,187,slake cafe,120 E 7th St Austin TX 78701,3.1,$25,5
1137,1137,1768,1054,the mini gourmet,599 S Bascom Ave San Jose CA 95128,3.5,$20,600,mini gourmet,599 S Bascom Avenue Willow Glen San Jose CA 95128,3.6,$20,1
1138,1138,1770,1105,bufalina,1519 E Cesar Chavez Austin TX 78702,4.0,$20,353,bufalina,1519 E Cesar Chavez St Austin TX 78702,3.4,$50,9
1139,1139,1771,2652,jade gardens chinese ,3479 McKee Rd San Jose CA 95127,4.0,$5,129,jade garden,3479 McKee Road San Jose CA 95127,3.3,$35,1
1140,1140,1774,138,lua brazil,2600 E Cesar Chavez St Austin TX 78702,5.0,,7,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$25,66
1141,1141,1775,2109,hecho en mexico,6001 W William Cannon Dr Austin TX 78749,4.0,$20,386,hecho en mexico,6001 W William Cannon Drive Austin TX 78749,3.4,$30,16
1142,1142,1779,550,elliott bay brewery & pub,4720 California Ave SW Seattle WA 98116,4.0,$20,371,elliott bay brewery & pub,4720 California Avenue SW Seattle WA 98116,4.1,$40,30
1143,1143,1780,2583,moonlight cafe,1919 S Jackson St Seattle WA 98144,4.0,$5,315,moonlight cafe,1919 S Jackson St Seattle WA 98144,4.1,$30,12
1144,1144,1783,2961,premier meat pies,305 Harrison St Seattle WA 98109,3.5,$5,61,skillet counter,305 Harrison St Seattle WA 98109,3.0,$30,13
1145,1145,1784,501,im thai cuisine,5207 Brodie Ln Austin TX 78745,4.0,$5,344,sap's fine thai cuisine,4514 West Gate Blvd Austin TX 78745,4.1,$40,32
1146,1146,1784,1881,im thai cuisine,5207 Brodie Ln Austin TX 78745,4.0,$5,344,im thai cuisine,5207 Brodie Lane Suite 200 Austin TX 78745,3.9,$50,20
1147,1147,1786,132,arlo’s,900 Red River St Austin TX 78701,4.5,$5,277,iron works barbecue,100 Red River St Austin TX 78701,3.7,$30,57
1148,1148,1790,917,julie’s handmade noodles,2512 Rio Grande St Austin TX 78705,4.0,$5,152,pluckers wing bar,2222 Rio Grande St Austin TX 78705,3.9,$25,11
1149,1149,1793,2747,mission dogs,1701 E. Cesar Chavez St Austin TX 78702,4.5,$5,29,las cazuelas mexican,1701 E Cesar Chavez St Austin TX 78702,3.3,$45,7
1150,1150,1795,666,taverna kyclades,3307 Ditmars Blvd Astoria NY 11105,4.0,$20,1604,taverna kyclades,33-07 Ditmars Blvd Astoria NY 11105,4.7,$100,35
1151,1151,1802,163,nougatine at jean-georges,1 Central Park W New York NY 10023,4.0,$45,916,jean-georges,1 Central Park West New York NY 10023,4.3,$300,82
1152,1152,1802,223,nougatine at jean-georges,1 Central Park W New York NY 10023,4.0,$45,916,jean-georges,1 Central Park West New York NY 10023,4.3,$300,82
1153,1153,1802,1239,nougatine at jean-georges,1 Central Park W New York NY 10023,4.0,$45,916,nougatine,1 Central Park West New York NY 10023,3.7,$150,33
1154,1154,1804,1200,isabella’s ,700 S Winchester Blvd San Jose CA 95128,3.5,$20,740,isabella's ,700 South Winchester Blvd San Jose CA 95128,3.1,$13,3
1155,1155,1806,5,adelita’s taqueria,1896 Curtner Ave San Jose CA 95124,4.0,$5,871,adelita's,1896 Curtner Avenue San Jose CA 95124,4.2,$30,6
1156,1156,1808,406,mccormick & schmick’s seafood & steaks,170 South Market St San Jose CA 95113,3.0,$45,927,bijan bakery & cafe,170 South Market St Suite 110 San Jose CA 95113,3.5,$13,7
1157,1157,1811,1065,clover bakery &  café,4342 Moorpark Ave San Jose CA 95129,4.0,$5,602,clover bakery,4342 Moorpark Avenue San Jose CA 95129,3.4,$10,1
1158,1158,1811,1277,clover bakery &  café,4342 Moorpark Ave San Jose CA 95129,4.0,$5,602,bijan bakery & cafe,441 Saratoga Avenue San Jose CA 95129,3.4,$20,2
